ithaID,HGVS,Tool,value,th_p,Sensitivity,LR+,LR+ 95% CI,Strength (Pathogenic),th_b,Specificity,LR-,LR- 95% CI,Strength (Benign),Correctly PV,% of correctly PV,th_class,call_p,call_b
858,HBB:c.54G>T,MetaSVM_score,0.6205,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,-1,-1
858,HBB:c.54G>T,phyloP100way_vertebrate,0.21,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,0
858,HBB:c.54G>T,REVEL_score,0.654,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,-1,0
858,HBB:c.54G>T,SpliceAI_DS,0.08,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,1,-1
859,HBB:c.55G>A,BayesDel_addAF_score,0.413237999999999,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,1,-1
859,HBB:c.55G>A,CADD_PHRED,22.9,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,1,-1
859,HBB:c.55G>A,Eigen-PC-phred_coding,4.756705,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,1,-1
859,HBB:c.55G>A,GERP++_RS,5.24,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,1,-1
859,HBB:c.55G>A,MetaSVM_score,0.9597,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,1,-1
859,HBB:c.55G>A,phyloP100way_vertebrate,1.551,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,-1
859,HBB:c.55G>A,REVEL_score,0.717999999999998,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,-1,-1
859,HBB:c.55G>A,SpliceAI_DS,0.05,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,1,-1
860,HBB:c.56T>G,BayesDel_addAF_score,0.508523999999998,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,1,-1
860,HBB:c.56T>G,CADD_PHRED,25.1,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,1,-1
860,HBB:c.56T>G,Eigen-PC-phred_coding,7.765002,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,1,-1
860,HBB:c.56T>G,GERP++_RS,5.24,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,1,-1
860,HBB:c.56T>G,MetaSVM_score,1.07929999999998,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,1,-1
860,HBB:c.56T>G,phyloP100way_vertebrate,6.671,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,-1
860,HBB:c.56T>G,REVEL_score,0.970999999999998,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,1,-1
860,HBB:c.56T>G,SpliceAI_DS,0.15,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,1,-1
861,HBB:c.58A>G,BayesDel_addAF_score,0.0128001,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,-1,0
861,HBB:c.58A>G,CADD_PHRED,1.66599999999998,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,-1,0
861,HBB:c.58A>G,Eigen-PC-phred_coding,0.405409,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,-1,0
861,HBB:c.58A>G,GERP++_RS,-0.954999999999998,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,-1,0
861,HBB:c.58A>G,MetaSVM_score,-0.6519,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,-1,0
861,HBB:c.58A>G,phyloP100way_vertebrate,0.634,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,0
861,HBB:c.58A>G,REVEL_score,0.386,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,-1,0
861,HBB:c.58A>G,SpliceAI_DS,0.04,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,1,-1
863,HBB:c.60C>A,BayesDel_addAF_score,-0.0156134,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,-1,0
863,HBB:c.60C>A,CADD_PHRED,0.001,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,-1,0
863,HBB:c.60C>A,Eigen-PC-phred_coding,0.00956387799999998,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,-1,0
863,HBB:c.60C>A,GERP++_RS,-10.5,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,-1,0
863,HBB:c.60C>A,MetaSVM_score,-0.6437,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,-1,0
863,HBB:c.60C>A,phyloP100way_vertebrate,-3.9,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,0
863,HBB:c.60C>A,REVEL_score,0.471999999999998,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,-1,0
863,HBB:c.60C>A,SpliceAI_DS,0.37,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,1,-1
863,HBB:c.60C>G,BayesDel_addAF_score,-0.0156148,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,-1,0
863,HBB:c.60C>G,CADD_PHRED,0.001,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,-1,0
863,HBB:c.60C>G,Eigen-PC-phred_coding,0.00956387799999998,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,-1,0
863,HBB:c.60C>G,GERP++_RS,-10.5,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,-1,0
863,HBB:c.60C>G,MetaSVM_score,-0.6437,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,-1,0
863,HBB:c.60C>G,phyloP100way_vertebrate,-3.9,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,0
863,HBB:c.60C>G,REVEL_score,0.471999999999998,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,-1,0
863,HBB:c.60C>G,SpliceAI_DS,NA,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,NA,NA
867,HBB:c.64G>T,BayesDel_addAF_score,0.277183999999998,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,-1,-1
867,HBB:c.64G>T,CADD_PHRED,23.3,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,1,-1
867,HBB:c.64G>T,Eigen-PC-phred_coding,2.363839,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,1,-1
867,HBB:c.64G>T,GERP++_RS,4.33,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,1,-1
867,HBB:c.64G>T,MetaSVM_score,0.5722,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,-1,-1
867,HBB:c.64G>T,phyloP100way_vertebrate,4.394,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,-1
867,HBB:c.64G>T,REVEL_score,0.581999999999998,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,-1,0
867,HBB:c.64G>T,SpliceAI_DS,0.05,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,1,-1
868,HBB:c.64G>C,BayesDel_addAF_score,0.378070999999998,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,-1,-1
868,HBB:c.64G>C,CADD_PHRED,20.6,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,1,-1
868,HBB:c.64G>C,Eigen-PC-phred_coding,1.524698,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,-1,0
868,HBB:c.64G>C,GERP++_RS,4.33,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,1,-1
868,HBB:c.64G>C,MetaSVM_score,0.296499999999998,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,-1,0
868,HBB:c.64G>C,phyloP100way_vertebrate,4.394,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,-1
868,HBB:c.64G>C,REVEL_score,0.562999999999998,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,-1,0
868,HBB:c.64G>C,SpliceAI_DS,NA,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,NA,NA
869,HBB:c.64G>A,BayesDel_addAF_score,0.068997,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,-1,0
869,HBB:c.64G>A,CADD_PHRED,16.64,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,1,-1
869,HBB:c.64G>A,Eigen-PC-phred_coding,1.338332,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,-1,0
869,HBB:c.64G>A,GERP++_RS,4.33,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,1,-1
869,HBB:c.64G>A,MetaSVM_score,-0.1007,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,-1,0
869,HBB:c.64G>A,phyloP100way_vertebrate,4.394,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,-1
869,HBB:c.64G>A,REVEL_score,0.466,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,-1,0
869,HBB:c.64G>A,SpliceAI_DS,0.11,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,1,-1
870,HBB:c.65A>G,BayesDel_addAF_score,0.337054,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,-1,-1
870,HBB:c.65A>G,CADD_PHRED,16.47,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,1,-1
870,HBB:c.65A>G,Eigen-PC-phred_coding,0.8881421,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,-1,0
870,HBB:c.65A>G,GERP++_RS,2.9,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,-1,-1
870,HBB:c.65A>G,MetaSVM_score,-0.243799999999998,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,-1,0
870,HBB:c.65A>G,phyloP100way_vertebrate,0.452,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,0
870,HBB:c.65A>G,REVEL_score,0.543,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,-1,0
870,HBB:c.65A>G,SpliceAI_DS,0,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,-1,0
871,HBB:c.65A>T,BayesDel_addAF_score,0.337355,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,-1,-1
871,HBB:c.65A>T,CADD_PHRED,17.72,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,1,-1
871,HBB:c.65A>T,Eigen-PC-phred_coding,0.935977799999998,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,-1,0
871,HBB:c.65A>T,GERP++_RS,2.9,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,-1,-1
871,HBB:c.65A>T,MetaSVM_score,0.0309,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,-1,0
871,HBB:c.65A>T,phyloP100way_vertebrate,0.452,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,0
871,HBB:c.65A>T,REVEL_score,0.546,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,-1,0
871,HBB:c.65A>T,SpliceAI_DS,NA,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,NA,NA
875,HBB:c.68A>T,BayesDel_addAF_score,0.371659999999998,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,-1,-1
875,HBB:c.68A>T,CADD_PHRED,16.38,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,1,-1
875,HBB:c.68A>T,Eigen-PC-phred_coding,0.963490999999998,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,-1,0
875,HBB:c.68A>T,GERP++_RS,2.79,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,-1,-1
875,HBB:c.68A>T,MetaSVM_score,-0.1915,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,-1,0
875,HBB:c.68A>T,phyloP100way_vertebrate,1.784,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,-1
875,HBB:c.68A>T,REVEL_score,0.557,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,-1,0
875,HBB:c.68A>T,SpliceAI_DS,NA,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,NA,NA
877,HBB:c.68A>G,BayesDel_addAF_score,0.235265,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,-1,-1
877,HBB:c.68A>G,CADD_PHRED,17.51,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,1,-1
877,HBB:c.68A>G,Eigen-PC-phred_coding,1.06906499999998,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,-1,0
877,HBB:c.68A>G,GERP++_RS,2.79,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,-1,-1
877,HBB:c.68A>G,MetaSVM_score,0.135399999999998,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,-1,0
877,HBB:c.68A>G,phyloP100way_vertebrate,1.784,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,-1
877,HBB:c.68A>G,REVEL_score,0.59,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,-1,0
877,HBB:c.68A>G,SpliceAI_DS,0,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,-1,0
879,HBB:c.70G>A,BayesDel_addAF_score,0.143352,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,-1,0
879,HBB:c.70G>A,CADD_PHRED,8.083,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,-1,0
879,HBB:c.70G>A,Eigen-PC-phred_coding,0.5246454,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,-1,0
879,HBB:c.70G>A,GERP++_RS,-1.31,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,-1,0
879,HBB:c.70G>A,MetaSVM_score,-0.7607,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,-1,0
879,HBB:c.70G>A,phyloP100way_vertebrate,-0.049,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,0
879,HBB:c.70G>A,REVEL_score,0.598999999999998,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,-1,0
879,HBB:c.70G>A,SpliceAI_DS,0.07,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,1,-1
886,HBB:c.74G>A,BayesDel_addAF_score,0.549038,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,1,-1
886,HBB:c.74G>A,CADD_PHRED,32,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,1,-1
886,HBB:c.74G>A,Eigen-PC-phred_coding,14.67435,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,1,-1
886,HBB:c.74G>A,GERP++_RS,5.24,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,1,-1
886,HBB:c.74G>A,MetaSVM_score,1.0822,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,1,-1
886,HBB:c.74G>A,phyloP100way_vertebrate,7.147,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,-1
886,HBB:c.74G>A,REVEL_score,0.948999999999998,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,1,-1
886,HBB:c.74G>A,SpliceAI_DS,0.3,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,1,-1
887,HBB:c.74G>T,BayesDel_addAF_score,0.547629,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,1,-1
887,HBB:c.74G>T,CADD_PHRED,31,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,1,-1
887,HBB:c.74G>T,Eigen-PC-phred_coding,13.0684,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,1,-1
887,HBB:c.74G>T,GERP++_RS,5.24,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,1,-1
887,HBB:c.74G>T,MetaSVM_score,1.09129999999998,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,1,-1
887,HBB:c.74G>T,phyloP100way_vertebrate,7.147,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,-1
887,HBB:c.74G>T,REVEL_score,0.922,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,1,-1
887,HBB:c.74G>T,SpliceAI_DS,0.61,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,1,-1
888,HBB:c.76G>C,BayesDel_addAF_score,0.348318,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,-1,-1
888,HBB:c.76G>C,CADD_PHRED,27.1,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,1,-1
888,HBB:c.76G>C,Eigen-PC-phred_coding,5.31735899999999,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,1,-1
888,HBB:c.76G>C,GERP++_RS,5.24,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,1,-1
888,HBB:c.76G>C,MetaSVM_score,0.524,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,-1,-1
888,HBB:c.76G>C,phyloP100way_vertebrate,2.976,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,-1
888,HBB:c.76G>C,REVEL_score,0.605999999999998,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,-1,0
888,HBB:c.76G>C,SpliceAI_DS,NA,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,NA,NA
889,HBB:c.77G>A,BayesDel_addAF_score,0.390307,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,1,-1
